encoding,num_nodes,num_edges,edge_features
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,44,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,45,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,50,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,48,26,2
Object2ObjectGraph,47,26,2
Object2ObjectGraph,47,26,2
Object2ObjectGraph,47,26,2
Object2ObjectGraph,47,26,2
Object2ObjectGraph,47,26,2
Object2ObjectGraph,24,12,2
Object2ObjectGraph,30,12,2
Object2ObjectGraph,29,12,2
Object2ObjectGraph,27,12,2
Object2ObjectGraph,30,12,2
Object2ObjectGraph,29,12,2
Object2ObjectGraph,28,12,2
Object2ObjectGraph,30,12,2
Object2ObjectGraph,27,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,33,12,2
Object2ObjectGraph,33,12,2
Object2ObjectGraph,33,12,2
Object2ObjectGraph,31,12,2
Object2ObjectGraph,26,12,2
Object2ObjectGraph,22,12,2
Object2ObjectGraph,22,12,2
Object2ObjectGraph,22,12,2
Object2ObjectGraph,28,12,2
Object2ObjectGraph,28,12,2
Object2ObjectGraph,28,12,2
Object2ObjectGraph,28,12,2
Object2ObjectGraph,30,12,2
Object2ObjectGraph,24,12,2
Object2ObjectGraph,34,12,2
Object2ObjectGraph,33,12,2
Object2ObjectGraph,31,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,32,12,2
Object2ObjectGraph,30,12,2
Object2ObjectGraph,27,12,2
Object2ObjectGraph,27,12,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2ObjectGraph,47,10,2
Object2AtomGraph,92,122,3
Object2AtomGraph,91,120,3
Object2AtomGraph,91,120,3
Object2AtomGraph,91,120,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,92,122,3
Object2AtomGraph,93,124,3
Object2AtomGraph,96,128,3
Object2AtomGraph,96,128,3
Object2AtomGraph,96,128,3
Object2AtomGraph,97,130,3
Object2AtomGraph,96,128,3
Object2AtomGraph,96,128,3
Object2AtomGraph,96,128,3
Object2AtomGraph,96,128,3
Object2AtomGraph,96,128,3
Object2AtomGraph,96,128,3
Object2AtomGraph,96,128,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,104,134,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,105,136,3
Object2AtomGraph,104,134,3
Object2AtomGraph,104,134,3
Object2AtomGraph,105,136,3
Object2AtomGraph,97,124,3
Object2AtomGraph,98,126,3
Object2AtomGraph,97,124,3
Object2AtomGraph,97,124,3
Object2AtomGraph,97,124,3
Object2AtomGraph,97,124,3
Object2AtomGraph,97,124,3
Object2AtomGraph,97,124,3
Object2AtomGraph,97,124,3
Object2AtomGraph,98,126,3
Object2AtomGraph,98,126,3
Object2AtomGraph,99,128,3
Object2AtomGraph,99,128,3
Object2AtomGraph,99,128,3
Object2AtomGraph,99,128,3
Object2AtomGraph,99,128,3
Object2AtomGraph,99,128,3
Object2AtomGraph,99,128,3
Object2AtomGraph,101,134,3
Object2AtomGraph,100,132,3
Object2AtomGraph,99,130,3
Object2AtomGraph,100,132,3
Object2AtomGraph,101,134,3
Object2AtomGraph,50,64,3
Object2AtomGraph,62,76,3
Object2AtomGraph,60,74,3
Object2AtomGraph,57,72,3
Object2AtomGraph,61,74,3
Object2AtomGraph,58,70,3
Object2AtomGraph,57,70,3
Object2AtomGraph,61,74,3
Object2AtomGraph,56,70,3
Object2AtomGraph,65,78,3
Object2AtomGraph,64,76,3
Object2AtomGraph,64,76,3
Object2AtomGraph,64,76,3
Object2AtomGraph,65,78,3
Object2AtomGraph,67,80,3
Object2AtomGraph,66,78,3
Object2AtomGraph,67,80,3
Object2AtomGraph,65,80,3
Object2AtomGraph,56,72,3
Object2AtomGraph,47,62,3
Object2AtomGraph,46,60,3
Object2AtomGraph,47,62,3
Object2AtomGraph,59,74,3
Object2AtomGraph,58,72,3
Object2AtomGraph,59,74,3
Object2AtomGraph,60,76,3
Object2AtomGraph,61,74,3
Object2AtomGraph,48,60,3
Object2AtomGraph,69,82,3
Object2AtomGraph,68,82,3
Object2AtomGraph,66,82,3
Object2AtomGraph,66,80,3
Object2AtomGraph,65,78,3
Object2AtomGraph,65,78,3
Object2AtomGraph,65,78,3
Object2AtomGraph,65,78,3
Object2AtomGraph,66,80,3
Object2AtomGraph,60,72,3
Object2AtomGraph,53,64,3
Object2AtomGraph,54,66,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,91,98,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,90,96,3
Object2AtomGraph,91,98,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,91,98,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,92,100,3
Object2AtomGraph,93,102,3
Atom2AtomGraph,48,38,3
Atom2AtomGraph,47,34,3
Atom2AtomGraph,47,34,3
Atom2AtomGraph,47,34,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,48,36,3
Atom2AtomGraph,49,38,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,52,42,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,51,40,3
Atom2AtomGraph,51,38,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,54,40,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,54,40,3
Atom2AtomGraph,54,40,3
Atom2AtomGraph,55,42,3
Atom2AtomGraph,49,28,3
Atom2AtomGraph,50,30,3
Atom2AtomGraph,49,28,3
Atom2AtomGraph,49,28,3
Atom2AtomGraph,49,28,3
Atom2AtomGraph,49,28,3
Atom2AtomGraph,49,28,3
Atom2AtomGraph,49,28,3
Atom2AtomGraph,49,28,3
Atom2AtomGraph,50,30,3
Atom2AtomGraph,50,30,3
Atom2AtomGraph,51,32,3
Atom2AtomGraph,51,32,3
Atom2AtomGraph,51,32,3
Atom2AtomGraph,51,32,3
Atom2AtomGraph,51,32,3
Atom2AtomGraph,51,32,3
Atom2AtomGraph,51,32,3
Atom2AtomGraph,54,48,3
Atom2AtomGraph,53,42,3
Atom2AtomGraph,52,40,3
Atom2AtomGraph,53,42,3
Atom2AtomGraph,54,44,3
Atom2AtomGraph,26,18,3
Atom2AtomGraph,32,18,3
Atom2AtomGraph,31,16,3
Atom2AtomGraph,30,20,3
Atom2AtomGraph,31,14,3
Atom2AtomGraph,29,12,3
Atom2AtomGraph,29,14,3
Atom2AtomGraph,31,14,3
Atom2AtomGraph,29,16,3
Atom2AtomGraph,33,14,3
Atom2AtomGraph,32,12,3
Atom2AtomGraph,32,12,3
Atom2AtomGraph,32,12,3
Atom2AtomGraph,33,14,3
Atom2AtomGraph,34,16,3
Atom2AtomGraph,33,12,3
Atom2AtomGraph,34,14,3
Atom2AtomGraph,34,18,3
Atom2AtomGraph,30,22,3
Atom2AtomGraph,25,20,3
Atom2AtomGraph,24,16,3
Atom2AtomGraph,25,18,3
Atom2AtomGraph,31,24,3
Atom2AtomGraph,30,18,3
Atom2AtomGraph,31,20,3
Atom2AtomGraph,32,22,3
Atom2AtomGraph,31,14,3
Atom2AtomGraph,24,12,3
Atom2AtomGraph,35,14,3
Atom2AtomGraph,35,16,3
Atom2AtomGraph,35,20,3
Atom2AtomGraph,34,16,3
Atom2AtomGraph,33,14,3
Atom2AtomGraph,33,14,3
Atom2AtomGraph,33,14,3
Atom2AtomGraph,33,14,3
Atom2AtomGraph,34,16,3
Atom2AtomGraph,30,12,3
Atom2AtomGraph,26,10,3
Atom2AtomGraph,27,12,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
