encoding,num_nodes,num_edges,edge_features
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,43,2,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,44,4,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,45,6,3
Atom2AtomGraph,46,8,3
Atom2AtomMultiGraph,48,38,6
Atom2AtomMultiGraph,47,34,6
Atom2AtomMultiGraph,47,34,6
Atom2AtomMultiGraph,47,34,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,48,36,6
Atom2AtomMultiGraph,49,38,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,52,42,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,51,40,6
Atom2AtomMultiGraph,51,38,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,54,40,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,54,40,6
Atom2AtomMultiGraph,54,40,6
Atom2AtomMultiGraph,55,42,6
Atom2AtomMultiGraph,49,28,6
Atom2AtomMultiGraph,50,30,6
Atom2AtomMultiGraph,49,28,6
Atom2AtomMultiGraph,49,28,6
Atom2AtomMultiGraph,49,28,6
Atom2AtomMultiGraph,49,28,6
Atom2AtomMultiGraph,49,28,6
Atom2AtomMultiGraph,49,28,6
Atom2AtomMultiGraph,49,28,6
Atom2AtomMultiGraph,50,30,6
Atom2AtomMultiGraph,50,30,6
Atom2AtomMultiGraph,51,32,6
Atom2AtomMultiGraph,51,32,6
Atom2AtomMultiGraph,51,32,6
Atom2AtomMultiGraph,51,32,6
Atom2AtomMultiGraph,51,32,6
Atom2AtomMultiGraph,51,32,6
Atom2AtomMultiGraph,51,32,6
Atom2AtomMultiGraph,54,48,6
Atom2AtomMultiGraph,53,42,6
Atom2AtomMultiGraph,52,40,6
Atom2AtomMultiGraph,53,42,6
Atom2AtomMultiGraph,54,44,6
Atom2AtomMultiGraph,26,18,6
Atom2AtomMultiGraph,32,18,6
Atom2AtomMultiGraph,31,16,6
Atom2AtomMultiGraph,30,20,6
Atom2AtomMultiGraph,31,14,6
Atom2AtomMultiGraph,29,12,6
Atom2AtomMultiGraph,29,14,6
Atom2AtomMultiGraph,31,14,6
Atom2AtomMultiGraph,29,16,6
Atom2AtomMultiGraph,33,14,6
Atom2AtomMultiGraph,32,12,6
Atom2AtomMultiGraph,32,12,6
Atom2AtomMultiGraph,32,12,6
Atom2AtomMultiGraph,33,14,6
Atom2AtomMultiGraph,34,16,6
Atom2AtomMultiGraph,33,12,6
Atom2AtomMultiGraph,34,14,6
Atom2AtomMultiGraph,34,18,6
Atom2AtomMultiGraph,30,22,6
Atom2AtomMultiGraph,25,20,6
Atom2AtomMultiGraph,24,16,6
Atom2AtomMultiGraph,25,18,6
Atom2AtomMultiGraph,31,24,6
Atom2AtomMultiGraph,30,18,6
Atom2AtomMultiGraph,31,20,6
Atom2AtomMultiGraph,32,22,6
Atom2AtomMultiGraph,31,14,6
Atom2AtomMultiGraph,24,12,6
Atom2AtomMultiGraph,35,14,6
Atom2AtomMultiGraph,35,16,6
Atom2AtomMultiGraph,35,20,6
Atom2AtomMultiGraph,34,16,6
Atom2AtomMultiGraph,33,14,6
Atom2AtomMultiGraph,33,14,6
Atom2AtomMultiGraph,33,14,6
Atom2AtomMultiGraph,33,14,6
Atom2AtomMultiGraph,34,16,6
Atom2AtomMultiGraph,30,12,6
Atom2AtomMultiGraph,26,10,6
Atom2AtomMultiGraph,27,12,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,43,2,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,44,4,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,45,6,6
Atom2AtomMultiGraph,46,8,6
Atom2AtomHigherOrderGraph,48,38,5
Atom2AtomHigherOrderGraph,47,34,5
Atom2AtomHigherOrderGraph,47,34,5
Atom2AtomHigherOrderGraph,47,34,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,48,36,5
Atom2AtomHigherOrderGraph,49,38,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,52,42,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,51,40,5
Atom2AtomHigherOrderGraph,51,38,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,54,40,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,54,40,5
Atom2AtomHigherOrderGraph,54,40,5
Atom2AtomHigherOrderGraph,55,42,5
Atom2AtomHigherOrderGraph,49,28,5
Atom2AtomHigherOrderGraph,50,30,5
Atom2AtomHigherOrderGraph,49,28,5
Atom2AtomHigherOrderGraph,49,28,5
Atom2AtomHigherOrderGraph,49,28,5
Atom2AtomHigherOrderGraph,49,28,5
Atom2AtomHigherOrderGraph,49,28,5
Atom2AtomHigherOrderGraph,49,28,5
Atom2AtomHigherOrderGraph,49,28,5
Atom2AtomHigherOrderGraph,50,30,5
Atom2AtomHigherOrderGraph,50,30,5
Atom2AtomHigherOrderGraph,51,32,5
Atom2AtomHigherOrderGraph,51,32,5
Atom2AtomHigherOrderGraph,51,32,5
Atom2AtomHigherOrderGraph,51,32,5
Atom2AtomHigherOrderGraph,51,32,5
Atom2AtomHigherOrderGraph,51,32,5
Atom2AtomHigherOrderGraph,51,32,5
Atom2AtomHigherOrderGraph,54,48,5
Atom2AtomHigherOrderGraph,53,42,5
Atom2AtomHigherOrderGraph,52,40,5
Atom2AtomHigherOrderGraph,53,42,5
Atom2AtomHigherOrderGraph,54,44,5
Atom2AtomHigherOrderGraph,26,18,5
Atom2AtomHigherOrderGraph,32,18,5
Atom2AtomHigherOrderGraph,31,16,5
Atom2AtomHigherOrderGraph,30,20,5
Atom2AtomHigherOrderGraph,31,14,5
Atom2AtomHigherOrderGraph,29,12,5
Atom2AtomHigherOrderGraph,29,14,5
Atom2AtomHigherOrderGraph,31,14,5
Atom2AtomHigherOrderGraph,29,16,5
Atom2AtomHigherOrderGraph,33,14,5
Atom2AtomHigherOrderGraph,32,12,5
Atom2AtomHigherOrderGraph,32,12,5
Atom2AtomHigherOrderGraph,32,12,5
Atom2AtomHigherOrderGraph,33,14,5
Atom2AtomHigherOrderGraph,34,16,5
Atom2AtomHigherOrderGraph,33,12,5
Atom2AtomHigherOrderGraph,34,14,5
Atom2AtomHigherOrderGraph,34,18,5
Atom2AtomHigherOrderGraph,30,22,5
Atom2AtomHigherOrderGraph,25,20,5
Atom2AtomHigherOrderGraph,24,16,5
Atom2AtomHigherOrderGraph,25,18,5
Atom2AtomHigherOrderGraph,31,24,5
Atom2AtomHigherOrderGraph,30,18,5
Atom2AtomHigherOrderGraph,31,20,5
Atom2AtomHigherOrderGraph,32,22,5
Atom2AtomHigherOrderGraph,31,14,5
Atom2AtomHigherOrderGraph,24,12,5
Atom2AtomHigherOrderGraph,35,14,5
Atom2AtomHigherOrderGraph,35,16,5
Atom2AtomHigherOrderGraph,35,20,5
Atom2AtomHigherOrderGraph,34,16,5
Atom2AtomHigherOrderGraph,33,14,5
Atom2AtomHigherOrderGraph,33,14,5
Atom2AtomHigherOrderGraph,33,14,5
Atom2AtomHigherOrderGraph,33,14,5
Atom2AtomHigherOrderGraph,34,16,5
Atom2AtomHigherOrderGraph,30,12,5
Atom2AtomHigherOrderGraph,26,10,5
Atom2AtomHigherOrderGraph,27,12,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,43,2,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,44,4,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,45,6,5
Atom2AtomHigherOrderGraph,46,8,5
